,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
794,2015-08-11,5912.197530493213,4963.0471168293925,7024.66019824148,5912.197505018146,5912.197551915377,26.53240746223438,26.53240746223438,26.53240746223438,223.67378074178225,223.67378074178225,223.67378074178225,-197.14137327954788,-197.14137327954788,-197.14137327954788,0.0,0.0,0.0,5938.729937955447
795,2015-08-12,5912.94185156905,4401.898678479729,6612.489084876039,5912.94181637948,5912.941884812999,-423.90857847440526,-423.90857847440526,-423.90857847440526,-203.04606701719752,-203.04606701719752,-203.04606701719752,-220.8625114572078,-220.8625114572078,-220.8625114572078,0.0,0.0,0.0,5489.033273094645
796,2015-08-13,5913.686172644887,4378.119019120122,6525.477999218132,5913.686125558356,5913.686220194855,-426.7099260222622,-426.7099260222622,-426.7099260222622,-183.01297054953957,-183.01297054953957,-183.01297054953957,-243.69695547272264,-243.69695547272264,-243.69695547272264,0.0,0.0,0.0,5486.976246622625
797,2015-08-14,5914.4304937207235,4623.12008388075,6749.681713703763,5914.430429715108,5914.430559920882,-199.62544550319726,-199.62544550319726,-199.62544550319726,65.9428250581159,65.9428250581159,65.9428250581159,-265.5682705613131,-265.5682705613131,-265.5682705613131,0.0,0.0,0.0,5714.805048217526
798,2015-08-15,5915.174814796562,3859.3986671441926,6047.0552921733815,5915.1747334907905,5915.174893257325,-1005.6083352659327,-1005.6083352659327,-1005.6083352659327,-719.1742860248299,-719.1742860248299,-719.1742860248299,-286.43404924110274,-286.43404924110274,-286.43404924110274,0.0,0.0,0.0,4909.566479530629
799,2015-08-16,5915.919135872398,4294.55195338364,6529.792205057948,5915.919035740997,5915.919226172318,-503.70546181394104,-503.70546181394104,-503.70546181394104,-197.42391577929743,-197.42391577929743,-197.42391577929743,-306.2815460346436,-306.2815460346436,-306.2815460346436,0.0,0.0,0.0,5412.213674058457
800,2015-08-17,5916.663456948235,5598.00003340763,7641.083060645807,5916.663339983104,5916.663559566037,687.9182734932546,687.9182734932546,687.9182734932546,1013.0406335701236,1013.0406335701236,1013.0406335701236,-325.1223600768691,-325.1223600768691,-325.1223600768691,0.0,0.0,0.0,6604.5817304414895
801,2015-08-18,5917.407778024071,4794.152206288257,6888.763920261995,5917.407643849744,5917.407892519277,-119.31260939224515,-119.31260939224515,-119.31260939224515,223.67378074041,223.67378074041,223.67378074041,-342.9863901326551,-342.9863901326551,-342.9863901326551,0.0,0.0,0.0,5798.095168631826
802,2015-08-19,5918.152099099909,4386.876033236464,6361.7417734594155,5918.151943734985,5918.152234344089,-562.9613754307765,-562.9613754307765,-562.9613754307765,-203.0460670172262,-203.0460670172262,-203.0460670172262,-359.91530841355035,-359.91530841355035,-359.91530841355035,0.0,0.0,0.0,5355.190723669132
803,2015-08-20,5918.896420175746,4246.220871309946,6436.6032234554,5918.8962494503685,5918.896571174908,-558.9687839183202,-558.9687839183202,-558.9687839183202,-183.01297054900746,-183.01297054900746,-183.01297054900746,-375.9558133693128,-375.9558133693128,-375.9558133693128,0.0,0.0,0.0,5359.927636257426
804,2015-08-21,5919.640741251583,4535.443373680171,6662.877899295065,5919.640544158969,5919.640913500223,-325.2101018801094,-325.2101018801094,-325.2101018801094,65.94282505975065,65.94282505975065,65.94282505975065,-391.15292693986,-391.15292693986,-391.15292693986,0.0,0.0,0.0,5594.430639371473
805,2015-08-22,5920.38506232742,3752.790520113144,5856.232544432336,5920.384853332475,5920.385248517762,-1124.7178844577002,-1124.7178844577002,-1124.7178844577002,-719.1742860254915,-719.1742860254915,-719.1742860254915,-405.5435984322086,-405.5435984322086,-405.5435984322086,0.0,0.0,0.0,4795.66717786972
806,2015-08-23,5921.129383403257,4280.02195085534,6363.79652953744,5921.129151885043,5921.129582609068,-616.5747811360585,-616.5747811360585,-616.5747811360585,-197.42391577868517,-197.42391577868517,-197.42391577868517,-419.15086535737333,-419.15086535737333,-419.15086535737333,0.0,0.0,0.0,5304.554602267198
807,2015-08-24,5921.873704479094,5393.707000794525,7545.755427699142,5921.8734513326945,5921.873943362005,581.0618319702811,581.0618319702811,581.0618319702811,1013.04063356966,1013.04063356966,1013.04063356966,-431.9788015993789,-431.9788015993789,-431.9788015993789,0.0,0.0,0.0,6502.935536449375
808,2015-08-25,5922.618025554931,4596.921482306113,6776.004305880984,5922.617749280705,5922.618280530033,-220.33467506911467,-220.33467506911467,-220.33467506911467,223.67378073997972,223.67378073997972,223.67378073997972,-444.00845580909436,-444.00845580909436,-444.00845580909436,0.0,0.0,0.0,5702.283350485816
809,2015-08-26,5923.362346630768,4259.137767599897,6372.691359067484,5923.362046892876,5923.362626721918,-658.2410158023969,-658.2410158023969,-658.2410158023969,-203.04606701737,-203.04606701737,-203.04606701737,-455.1949487850269,-455.1949487850269,-455.1949487850269,0.0,0.0,0.0,5265.121330828371
810,2015-08-27,5924.106667706605,4222.336041090862,6325.182306891254,5924.106338055862,5924.106966715611,-648.4788294148054,-648.4788294148054,-648.4788294148054,-183.01297054951547,-183.01297054951547,-183.01297054951547,-465.46585886529,-465.46585886529,-465.46585886529,0.0,0.0,0.0,5275.627838291799
811,2015-08-28,5924.850988782441,4499.345432598535,6475.8636341871625,5924.850627356505,5924.851307708627,-408.77815519354874,-408.77815519354874,-408.77815519354874,65.94282505905406,65.94282505905406,65.94282505905406,-474.7209802526028,-474.7209802526028,-474.7209802526028,0.0,0.0,0.0,5516.0728335888925
812,2015-08-29,5925.5953098582795,3572.5510066726606,5716.409697436105,5925.594909143392,5925.595657903559,-1202.0077781058255,-1202.0077781058255,-1202.0077781058255,-719.1742860240777,-719.1742860240777,-719.1742860240777,-482.8334920817477,-482.8334920817477,-482.8334920817477,0.0,0.0,0.0,4723.587531752454
813,2015-08-30,5926.339630934116,4183.498871297647,6212.087483104438,5926.339196692804,5926.34000335925,-687.0764431700176,-687.0764431700176,-687.0764431700176,-197.42391577928683,-197.42391577928683,-197.42391577928683,-489.65252739073077,-489.65252739073077,-489.65252739073077,0.0,0.0,0.0,5239.263187764099
814,2015-08-31,5927.083952009953,5447.678230421185,7504.968447587982,5927.083494099232,5927.084358822444,518.0335510976462,518.0335510976462,518.0335510976462,1013.0406335711236,1013.0406335711236,1013.0406335711236,-495.0070824734774,-495.0070824734774,-495.0070824734774,0.0,0.0,0.0,6445.117503107599
815,2015-09-01,5927.828273085789,4602.296329633581,6708.051859199824,5927.827781122817,5927.828705809476,-275.0373791662979,-275.0373791662979,-275.0373791662979,223.673780741736,223.673780741736,223.673780741736,-498.7111599080339,-498.7111599080339,-498.7111599080339,0.0,0.0,0.0,5652.790893919491
816,2015-09-02,5928.5725941616265,4181.375810019495,6275.542180585872,5928.572065563928,5928.573049672772,-703.6160613516055,-703.6160613516055,-703.6160613516055,-203.04606701719,-203.04606701719,-203.04606701719,-500.5699943344155,-500.5699943344155,-500.5699943344155,0.0,0.0,0.0,5224.956532810021
817,2015-09-03,5929.316915237464,4172.8302828391625,6351.9211221237565,5929.316359323696,5929.317406179416,-683.4001407667884,-683.4001407667884,-683.4001407667884,-183.01297054898336,-183.01297054898336,-183.01297054898336,-500.387170217805,-500.387170217805,-500.387170217805,0.0,0.0,0.0,5245.916774470676
818,2015-09-04,5930.0612363133005,4446.460784466395,6604.972267374528,5930.060644720646,5930.061773892582,-432.02958157043076,-432.02958157043076,-432.02958157043076,65.94282505835741,65.94282505835741,65.94282505835741,-497.9724066287882,-497.9724066287882,-497.9724066287882,0.0,0.0,0.0,5498.03165474287
819,2015-09-05,5930.805557389138,3702.615621524859,5742.630542614596,5930.80493747161,5930.806127407106,-1212.324042652027,-1212.324042652027,-1212.324042652027,-719.1742860252972,-719.1742860252972,-719.1742860252972,-493.14975662672964,-493.14975662672964,-493.14975662672964,0.0,0.0,0.0,4718.481514737111
820,2015-09-06,5931.549878464974,4261.854969759417,6265.504535362227,5931.5492286902845,5931.5504753186215,-683.1898648250009,-683.1898648250009,-683.1898648250009,-197.42391578115422,-197.42391578115422,-197.42391578115422,-485.76594904384666,-485.76594904384666,-485.76594904384666,0.0,0.0,0.0,5248.360013639974
821,2015-09-07,5932.294199540811,5416.219501040748,7627.1155440742405,5932.293510205962,5932.294822253846,537.3420445426636,537.3420445426636,537.3420445426636,1013.0406335698873,1013.0406335698873,1013.0406335698873,-475.6985890272235,-475.6985890272235,-475.6985890272235,0.0,0.0,0.0,6469.636244083475
822,2015-09-08,5933.038520616648,4597.47271126814,6697.700090850472,5933.037792988387,5933.039159677562,-239.19015029755306,-239.19015029755306,-239.19015029755306,223.6737807408347,223.6737807408347,223.6737807408347,-462.86393103838776,-462.86393103838776,-462.86393103838776,0.0,0.0,0.0,5693.848370319095
823,2015-09-09,5933.782841692486,4168.441847957232,6298.256028131241,5933.782075534941,5933.783518741744,-650.2700113207991,-650.2700113207991,-650.2700113207991,-203.04606701701005,-203.04606701701005,-203.04606701701005,-447.2239443037891,-447.2239443037891,-447.2239443037891,0.0,0.0,0.0,5283.5128303716865
824,2015-09-10,5934.527162768322,4308.441428717736,6382.433751512925,5934.526360466625,5934.527867006658,-611.8053764221457,-611.8053764221457,-611.8053764221457,-183.0129705491295,-183.0129705491295,-183.0129705491295,-428.7924058730162,-428.7924058730162,-428.7924058730162,0.0,0.0,0.0,5322.7217863461765
825,2015-09-11,5935.271483844159,4554.907606823954,6713.937121500685,5935.270647163738,5935.272235332538,-341.69695504153333,-341.69695504153333,-341.69695504153333,65.94282505766084,65.94282505766084,65.94282505766084,-407.6397800991941,-407.6397800991941,-407.6397800991941,0.0,0.0,0.0,5593.5745288026255
826,2015-09-12,5936.015804919997,3741.1746753267857,5909.403999751394,5936.014927638539,5936.016602766244,-1103.07096092572,-1103.07096092572,-1103.07096092572,-719.174286025959,-719.174286025959,-719.174286025959,-383.896674899761,-383.896674899761,-383.896674899761,0.0,0.0,0.0,4832.944843994277
827,2015-09-13,5936.760125995834,4401.289505118197,6453.90249433006,5936.7592139511235,5936.760966520193,-555.179619498447,-555.179619498447,-555.179619498447,-197.42391578054173,-197.42391578054173,-197.42391578054173,-357.75570371790536,-357.75570371790536,-357.75570371790536,0.0,0.0,0.0,5381.5805064973865
828,2015-09-14,5937.50444707167,5603.421686074282,7633.648500611908,5937.503487606053,5937.505315698461,683.5690069586312,683.5690069586312,683.5690069586312,1013.0406335703873,1013.0406335703873,1013.0406335703873,-329.47162661175594,-329.47162661175594,-329.47162661175594,0.0,0.0,0.0,6621.073454030302
829,2015-09-15,5938.248768147507,4760.11231996827,6871.811588701982,5938.247758496228,5938.249665139973,-75.68591234528276,-75.68591234528276,-75.68591234528276,223.67378073993348,223.67378073993348,223.67378073993348,-299.35969308521624,-299.35969308521624,-299.35969308521624,0.0,0.0,0.0,5862.562855802224
830,2015-09-16,5938.993089223345,4419.7997609508975,6499.49270393601,5938.992019943506,5938.994018384837,-470.8382287379205,-470.8382287379205,-470.8382287379205,-203.04606701703867,-203.04606701703867,-203.04606701703867,-267.7921617208818,-267.7921617208818,-267.7921617208818,0.0,0.0,0.0,5468.154860485424
831,2015-09-17,5939.737410299182,4524.033717512533,6536.775160232376,5939.7363024625665,5939.738400621919,-418.2059964175843,-418.2059964175843,-418.2059964175843,-183.01297054895926,-183.01297054895926,-183.01297054895926,-235.19302586862509,-235.19302586862509,-235.19302586862509,0.0,0.0,0.0,5521.5314138815975
832,2015-09-18,5940.481731375018,4770.127192924416,6821.676786144009,5940.480601570725,5940.482779538963,-136.08820391507766,-136.08820391507766,-136.08820391507766,65.94282505929556,65.94282505929556,65.94282505929556,-202.0310289743732,-202.0310289743732,-202.0310289743732,0.0,0.0,0.0,5804.393527459941
833,2015-09-19,5941.226052450856,4047.7220663860094,6039.9017608013755,5941.2248834827815,5941.227136856869,-887.9853920406234,-887.9853920406234,-887.9853920406234,-719.1742860245449,-719.1742860245449,-719.1742860245449,-168.81110601607844,-168.81110601607844,-168.81110601607844,0.0,0.0,0.0,5053.2406604102325
834,2015-09-20,5941.970373526692,4544.376022201788,6655.5880118809255,5941.969180289748,5941.971502512288,-333.48835311920334,-333.48835311920334,-333.48835311920334,-197.42391577992936,-197.42391577992936,-197.42391577992936,-136.06443733927398,-136.06443733927398,-136.06443733927398,0.0,0.0,0.0,5608.482020407489
835,2015-09-21,5942.71469460253,5747.890381636204,7900.0417197749275,5942.713444748092,5942.715853367169,908.7032871049798,908.7032871049798,908.7032871049798,1013.040633570887,1013.040633570887,1013.040633570887,-104.33734646590733,-104.33734646590733,-104.33734646590733,0.0,0.0,0.0,6851.417981707509
836,2015-09-22,5943.459015678367,5060.912648417943,7161.415970046481,5943.457731439533,5943.460207605843,149.49446795005736,149.49446795005736,149.49446795005736,223.67378073903217,223.67378073903217,223.67378073903217,-74.17931278897478,-74.17931278897478,-74.17931278897478,0.0,0.0,0.0,6092.953483628425
837,2015-09-23,5944.2033367542035,4609.82928397143,6627.802436005433,5944.202006039743,5944.204575813053,-249.17646924372698,-249.17646924372698,-249.17646924372698,-203.04606701674368,-203.04606701674368,-203.04606701674368,-46.13040222698327,-46.13040222698327,-46.13040222698327,0.0,0.0,0.0,5695.026867510476
838,2015-09-24,5944.94765783004,4659.804326907773,6776.496451068117,5944.946285044014,5944.9489404741535,-203.72141342934415,-203.72141342934415,-203.72141342934415,-183.0129705491054,-183.0129705491054,-183.0129705491054,-20.70844288023874,-20.70844288023874,-20.70844288023874,0.0,0.0,0.0,5741.226244400696
839,2015-09-25,5945.691978905877,4963.862587129535,7028.901622228623,5945.690553128811,5945.693303956353,67.54653737783697,67.54653737783697,67.54653737783697,65.9428250585989,65.9428250585989,65.9428250585989,1.6037123192380744,1.6037123192380744,1.6037123192380744,0.0,0.0,0.0,6013.238516283714
840,2015-09-26,5946.436299981715,4237.96272788379,6314.7570500827,5946.43484299026,5946.43766891335,-698.8037974574925,-698.8037974574925,-698.8037974574925,-719.1742860252067,-719.1742860252067,-719.1742860252067,20.37048856771419,20.37048856771419,20.37048856771419,0.0,0.0,0.0,5247.632502524222
841,2015-09-27,5947.180621057551,4714.844886519171,6806.65356751893,5947.179084512916,5947.182020379485,-162.2088009736304,-162.2088009736304,-162.2088009736304,-197.42391577805148,-197.42391577805148,-197.42391577805148,35.2151148044211,35.2151148044211,35.2151148044211,0.0,0.0,0.0,5784.971820083921
842,2015-09-28,5947.924942133388,5905.359815638839,8094.6460740907405,5947.923373329907,5947.926412461315,1058.8706768649065,1058.8706768649065,1058.8706768649065,1013.0406335706145,1013.0406335706145,1013.0406335706145,45.83004329429192,45.83004329429192,45.83004329429192,0.0,0.0,0.0,7006.795618998294
843,2015-09-29,5948.6692632092245,5200.08547233159,7401.298249223446,5948.667665832922,5948.670783624437,275.6597390459026,275.6597390459026,275.6597390459026,223.6737807407884,223.6737807407884,223.6737807407884,51.98595830511426,51.98595830511426,51.98595830511426,0.0,0.0,0.0,6224.329002255127
